0.9861,1.3701,1.1058,0.2213,0.9893,0.4595,1.5226,1.5605,7.4137,0.9589,0.2022,1.4806,0.2022,0.5579,1.0107,1.2511,0.2022,0.2022,0.2022,0.4479,4.5061,0.5575,0.3186,0.3621,1.3208,0.8773,4.1037,0.3785,3.3261,1.3387,2.2142,0.2022,0.2953,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022
1.1718,1.8539,1.8064,0.6484,1.7363,1.6671,1.4928,1.3426,5.4602,2.4204,0.6011,2.7873,1.1099,0.9077,1.7326,2.6196,0.3313,1.3014,1.0409,0.9591,3.6672,1.1226,0.819,0.818,1.3517,1.2182,2.0057,1.5995,1.6279,2.0481,2.2925,0.0918,0.7184,0.3817,0.617,0.0918,0.0918,0.2716,0.3446,0.0918,0.5797,0.1252,0.2349,0.2352,0.0918,0.166,0.2068,0.1369,0.0918,0.0918,0.13,1.3607,0.484,0.1843,0.0918,0.4665,0.26,0.0918,0.0918
0.457,0.868,1,0.3843,1.5616,2.768,0.5778,1.1278,3.1819,1.7961,1.2156,3.0495,1.3514,0.8059,2.0414,7.6875,0.3187,2.5595,0.7092,1.0533,3.014,0.9797,0.6186,0.5851,0.8479,1.2299,1.2885,3.358,0.8167,2.6464,2.1386,0.2397,0.7933,0.2397,0.7779,0.2397,0.2397,0.2869,0.5539,0.2397,1.5982,0.2397,0.3976,0.436,0.2397,0.2397,0.4786,0.2397,0.2397,0.2397,0.2397,3.643,0.9533,0.2397,0.2397,1.4758,0.2397,0.2397,0.2397
0.181,0.6913,0.3628,0.181,1.6508,0.3332,1,0.6699,2.1388,0.4907,0.181,0.6079,0.181,0.5368,1.7819,0.181,0.4092,1.0855,1.516,1.2229,4.0625,1.1264,1.1697,0.4821,0.8566,1.1129,2.8137,0.9381,1.825,2.2875,5.2229,0.181,0.2956,0.181,0.3178,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181
1.2004,1.3021,1.2102,0.5476,1.7153,1.4439,1.133,1.1666,4.0739,1.5058,0.4128,1.897,0.7048,0.8809,1.5242,2.9071,0.3825,1.0163,0.713,0.9164,3.7517,0.6997,0.9259,0.4755,1.243,0.9837,1.9554,1.2218,1.8211,2.065,1.9629,0.1263,0.5097,0.1335,0.3894,0.1263,0.1263,0.1699,0.2395,0.1263,0.3742,0.1263,0.1263,0.1263,0.1263,0.1263,0.1263,0.1263,0.1263,0.1263,0.1434,1.2332,0.3505,0.1263,0.1263,0.1263,0.3057,0.1263,0.1263
0.216,0.216,0.493,0.216,1.2927,0.7926,0.216,0.4131,1.087,0.216,0.216,1.142,0.4295,0.5908,1.7777,3.1612,0.216,1.4725,0.3004,1,3.8767,0.4169,0.5865,0.216,0.216,0.216,1.0942,1.7799,0.9977,2.2668,2.6932,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.4582,0.216,0.2392,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,1.7362,0.216,0.216,0.216,0.216,0.216,0.216,0.216
0.511,1.0179,1.1345,0.2603,2.1018,0.2631,1.165,1.1723,0.972,0.2246,0.0637,0.8638,0.1616,1.1469,2.9508,1.6839,0.5426,1.0708,1.9723,2.7653,4.1268,1.876,1.8568,0.7916,1.3664,1.3356,5.399,1.6254,2.2422,5.321,6.9519,0.0637,1,0.6201,0.6457,0.0637,0.0637,0.1272,0.1712,0.0637,0.2066,0.0637,0.0637,0.0637,0.0637,0.1192,0.0637,0.1718,0.0637,0.0637,0.0637,0.0637,0.0637,0.0924,0.1529,0.0637,0.2634,0.0973,0.0637
0.3222,0.4739,0.2694,0.1318,1.7359,0.179,0.8697,1.3077,1.0959,0.2875,0.1314,0.6693,0.1314,0.657,1.7625,1.0851,0.1314,0.4489,1.1627,2.3663,2.866,1.2651,2.2504,0.9172,0.6215,1,2.9059,1.6169,2.5295,2.87,5.0833,0.1314,0.4046,0.1314,0.5327,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314
0.8788,1.3727,1.2008,0.3908,5.9045,1.3815,3.0845,2.7978,3.0248,1,0.3118,2.0762,0.2241,1.972,5.5457,4.778,2.5641,5.0277,6.2049,5.7601,9.5201,4.2477,5.6194,2.2718,3.5515,4.3644,6.7837,5.1725,7.1583,7.964,15.1393,0.0704,1.6263,1.232,1.6123,0.0709,0.0589,0.1269,0.2675,0.0929,0.3421,0.081,0.0585,0.2602,0.0251,0.1606,0.2443,0.2624,0.0942,0.1149,0.1899,0.1655,0.1947,0.125,0.3883,0.5881,0.4635,0.0181,0.0118
0.1907,0.1907,0.1907,0.1907,2.0946,0.1959,1,0.6906,0.9514,0.2993,0.1907,0.2488,0.1907,0.5504,1.7293,1.5177,0.5002,0.3336,1.3312,1.7806,1.9752,1.316,2.0161,1.1691,0.8377,0.6517,2.0884,1.2823,2.7952,2.7196,5.5379,0.1907,0.3724,0.2967,0.2832,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907
0.1196,3.3979,4.4366,1.8523,2.4876,1.9522,2.6769,1.3305,2.3925,0.8216,0.3642,1.6184,1.6779,0.7177,2.5054,0.1196,1.2844,0.8237,0.5743,1.3728,1.1022,1.8784,1.2142,0.1196,0.6493,0.5973,1.2758,1.2346,0.1196,1.699,1.488,0.6309,0.6084,0.5775,1.3856,0.1196,0.4325,0.8978,0.3507,0.7725,0.8645,0.2794,0.1196,0.1196,0.1196,0.4109,0.1196,0.6907,0.1196,0.1196,0.1196,0.3736,0.3766,0.1196,0.1196,0.1196,0.1196,0.1196,0.1196
0.2777,0.469,0.8668,0.2777,1.0187,0.2777,0.8417,0.8507,0.9813,0.2777,0.2777,0.6533,0.2777,0.6665,1.3127,0.7379,0.2777,0.4871,1.5778,1.0662,2.6193,1.0641,1.3694,0.5045,1.1285,0.5541,4.2354,1.0407,1.533,1.9851,4.5117,0.2777,0.4312,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777
1.1861,3.2301,7.2918,0.9623,2.5209,2.0427,1.4109,2.3838,2.5986,1.4285,0.9789,0.9793,1.3659,0.4993,2.8059,0.7992,5.0663,0.7186,2.4829,2.1522,3.9756,0.8915,2.763,0.5636,0.1516,0.3067,3.636,1.6142,0.8731,1,1.7426,1.1173,0.3601,0.1516,0.1516,0.1516,0.1516,0.1516,0.4444,0.1516,0.9757,0.6407,0.1516,0.3828,0.1516,0.1516,0.1516,0.1516,0.1516,0.3608,0.3663,0.1516,0.1516,0.1516,0.5187,0.6074,0.1516,0.1516,0.1516
1.0562,2.0604,1.9473,0.5553,4.8802,1,2.5479,3.189,2.7327,0.7083,0.2053,3.1886,0.549,2.1702,6.9383,2.8133,1.1305,2.2456,4.5156,4.2724,9.3531,3.095,3.5299,1.7294,2.1961,2.6792,9.9603,4.2266,4.3271,11.2167,12.9209,0.0813,1.5208,1.7211,1.4637,0.1146,0.1169,0.1822,0.4779,0.1068,0.6411,0.0822,0.1016,0.3828,0.0319,0.2525,0.11,0.2591,0.0836,0.0916,0.1175,0.0994,0.2499,0.1417,0.2338,0.4668,0.4911,0.1686,0.0121
0.4186,0.6155,0.7134,0.2269,3.564,0.3926,1.298,1.259,0.7765,0.7531,0.097,0.7845,0.2235,0.8667,4.165,2.483,0.5948,1.1288,2.6684,3.0841,5.6,1.6228,1.905,0.4325,1.2331,1.5974,4.1968,1.6775,2.9506,5.719,8.5087,0.097,0.8712,0.5155,0.7901,0.097,0.097,0.097,0.097,0.097,0.1976,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.1254,0.097,0.097,0.097,0.097,0.097,0.097
0.6658,0.6096,1.2731,0.4301,1.2858,0.607,1.8203,1.0411,1.5885,0.4301,0.4301,1.1545,0.4301,0.9589,1.9697,2.1744,0.4301,0.4301,0.8978,0.7069,2.3798,0.6068,0.813,0.4807,0.4301,0.7987,1.798,0.4301,1.7418,2.4422,2.4033,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.5516,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301
0.3647,0.3647,0.8786,0.3647,1.4653,0.6721,1.1358,0.3647,2.3098,0.8453,0.3647,2.1785,0.3647,0.3647,1.6891,2.2852,0.3647,0.8694,0.6241,0.7946,1.0776,0.3647,0.8031,0.3647,0.3647,0.3647,4.3036,0.3647,1.0386,0.3647,1.1487,0.3647,0.7676,0.3647,0.4464,0.3647,0.3647,0.3647,0.3647,0.3647,0.9614,0.3647,0.3647,0.3647,0.3647,0.3647,0.3647,0.3647,0.3647,0.3647,0.3647,1.2074,0.3647,0.3647,0.3647,0.3647,0.3647,0.3647,0.3647
0.5275,1.2988,1.2001,0.8685,1.1879,0.3287,1.3175,1.4763,0.9317,0.5001,0.3287,0.5964,0.3287,0.4188,1.28,1.5106,0.3287,0.3287,0.9878,0.6191,1.9357,0.4084,2.0893,0.4407,0.3523,0.3287,4.9951,1,1.2984,2.6356,1.3621,0.3287,0.4705,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287,0.3287
1.435,1.2168,2.3162,0.6142,2.811,1.367,2.0435,1.7071,4.01,0.8385,0.2589,2.1146,1.1129,1.6457,3.5873,3.568,1.3979,1.5331,4.4147,1.9989,5.8326,2.5455,2.6743,1.7823,4.0361,1.8969,5.8825,3.1374,4.6085,4.8787,10.733,0.4026,1.0077,1,0.9644,0.3235,0.4021,0.5392,0.7596,0.2173,0.5508,0.1914,0.3265,0.2882,0.133,0.4573,0.2159,0.4043,0.1449,0.2957,0.2209,0.2539,0.7567,0.479,0.6286,0.304,0.9704,0.6476,0.1227
0.4649,0.874,0.8577,0.2967,2.0901,0.4704,1.0103,0.8222,2.4965,0.7012,0.2967,1.0384,0.3686,0.3975,2.673,2.538,0.8485,0.7202,2.7136,0.8789,3.2742,1.7669,1.3188,0.9897,1.9163,0.7911,2.8999,2.1112,2.4678,2.9137,4.323,0.2967,0.4158,0.2967,0.4205,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967,0.2967
1,1.4718,2.1362,0.5773,5.6379,1.2157,2.3438,2.5903,2.9184,0.8814,0.2525,2.0246,0.8253,2.1549,7.0494,5.4324,1.7218,2.5912,4.7275,5.5109,11.159,3.325,3.9074,2.2224,3.17,2.9076,8.3822,4.5047,6.2305,11.9888,18.3439,0.2602,1.6727,1.2984,1.5644,0.2628,0.2503,0.3813,0.515,0.1742,0.4433,0.158,0.2207,0.3537,0.102,0.395,0.2507,0.3682,0.1189,0.2186,0.1995,0.1995,0.3834,0.3007,0.4477,0.3864,0.6805,0.4154,0.0783
0.1778,0.5732,0.7425,0.1678,2.9836,0.5348,1.0354,1.0293,1.5665,0.5528,0.1918,0.9477,0.4027,0.6639,3.3909,2.9337,0.9358,0.9903,2.2118,1.8484,4.4734,1.1633,1.3582,1,1.2224,1.09,2.7011,1.9834,2.5165,5.4763,5.5594,0.1149,0.7317,0.4673,0.7426,0.1149,0.1149,0.1149,0.1149,0.1149,0.16,0.1149,0.1149,0.1149,0.1149,0.1149,0.1149,0.1149,0.1149,0.1149,0.1149,0.1725,0.1149,0.1149,0.1149,0.1149,0.1149,0.1149,0.1149
1,1.2475,1.5078,0.3827,4.7366,1.3815,3.2945,2.6315,3.7164,0.8303,0.2447,2.1045,0.5186,1.7814,4.5652,4.9072,2.2337,3.6982,4.2836,4.6654,9.9091,2.5362,4.8696,2.176,3.1732,3.6648,5.6175,4.911,6.8841,8.0793,12.0279,0.1389,1.4408,1.1653,1.5058,0.1233,0.1271,0.2029,0.3867,0.1091,0.3668,0.099,0.1086,0.2592,0.0574,0.2219,0.2147,0.2631,0.1007,0.1614,0.1871,0.2034,0.2843,0.1905,0.3485,0.3901,0.4551,0.1461,0.0376
0.5197,0.7126,0.8437,0.0908,2.7816,0.973,1.4439,1.2093,2.4714,1.0131,0.3469,1.4749,0.6499,0.7425,3.2604,2.9824,0.9869,1.4562,1.8341,1.8981,4.5424,1.1571,1.5821,1.0318,1.6466,1.2843,2.7444,2.6002,3.1347,4.9033,5.4269,0.0908,0.6695,0.5353,0.8195,0.0908,0.0908,0.0908,0.2074,0.0908,0.3008,0.0908,0.0908,0.1938,0.0908,0.0908,0.203,0.1724,0.0908,0.0908,0.0951,0.5667,0.3,0.0908,0.0908,0.2287,0.1535,0.0908,0.0908
0.2057,0.372,0.4271,0.044,2.2571,0.3885,1.2002,0.8153,1.0413,0.2553,0.044,0.4228,0.044,0.4723,2.5225,2.0109,0.9587,1.1965,1.969,1.6932,4.1586,0.9578,1.8203,0.8695,1.2044,0.5576,2.7943,2.4233,2.8843,3.9032,6.0377,0.044,0.535,0.4147,0.5864,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044
0.2249,0.2249,0.2249,0.2249,1.3746,0.712,0.4358,0.5571,0.8511,0.2249,0.2249,0.2249,0.2249,1.0398,1.4242,1.3205,0.5147,1.1544,1.0514,1.0868,2.2964,0.4273,0.8198,0.3951,0.8314,2.0295,1.3259,0.9602,2.1157,2.2121,3.6081,0.2249,0.2354,0.2249,0.2506,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249,0.2249
0.3434,0.8039,0.3434,0.3434,1.5574,0.3434,1.0324,0.4475,1.2902,0.5576,0.3434,0.7092,0.3434,0.4052,2.0263,1.3595,0.3434,0.7143,0.9676,1.064,3.1402,0.3931,0.4493,0.3434,0.6867,0.6979,1.9825,1.4055,1.1444,4.0045,2.6893,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434,0.3434
1.0383,1.5616,1.1062,0.3937,6.3554,1,2.3653,2.91,2.6643,0.7748,0.1314,1.7317,0.2057,1.8537,7.5298,5.2094,1.9222,2.2789,5.8455,4.4571,11.9203,3.9027,4.2063,2.2761,3.0734,3.1792,7.0444,5.5781,7.176,15.0562,17.5794,0.0564,1.3041,1.1219,1.4866,0.0811,0.0574,0.1302,0.2284,0.0707,0.2334,0.0622,0.0358,0.2068,0.0213,0.1108,0.174,0.1989,0.0773,0.1018,0.1149,0.091,0.1577,0.1071,0.3336,0.3231,0.3458,0.0235,0.0135
0.9302,0.8353,0.9484,0.4333,3.815,1.3732,2.912,2.1195,2.2411,0.928,0.3771,1.412,0.2194,1.1504,4.5517,2.8726,1.5535,5.1832,3.4669,4.0016,11.468,2.6466,6.1525,1.6898,2.2438,3.4169,6.6426,4.5246,5.0162,7.1742,14.6431,0.0481,1.303,1.0516,1.3112,0.0259,0.046,0.118,0.3099,0.0766,0.348,0.0563,0.0259,0.1824,0.0259,0.1752,0.2249,0.2602,0.0943,0.0949,0.1567,0.2207,0.1973,0.1341,0.3574,0.6151,0.0259,0.0259,0.0259
0.2284,0.4795,1.4637,0.5035,0.9765,1.0177,1.9668,0.878,1.1794,0.8237,0.2284,1.2689,0.2284,1.3727,1.1007,2.988,0.2284,1,1.0686,0.5615,1.3474,0.5803,1.0624,0.9713,0.862,0.7814,2.1503,1.0257,1.4425,1.1645,1.8752,0.2284,1.0053,0.252,0.5724,0.2284,0.2284,0.2284,0.2284,0.2284,0.2842,0.2284,0.2284,0.2284,0.2284,0.2284,0.2284,0.2284,0.2284,0.2284,0.2284,0.3294,0.2284,0.2284,0.2284,0.4961,0.289,0.2284,0.2284
0.3789,0.3789,0.8897,0.4851,1.027,0.3789,1.6991,1.001,0.999,0.5534,0.3789,0.6095,0.3789,0.3789,1.0613,4.2623,0.3789,0.3789,1.2666,0.7988,1.6264,0.5109,1.3254,0.565,0.4622,0.3789,4.3803,0.7845,1.5482,1.2185,1.3393,0.3789,0.6022,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789,0.3789
0.7553,0.8668,0.8526,0.2962,1.8624,1.1999,1.0864,1.1784,4.3588,1.0869,0.3925,1.8573,0.9136,0.7659,2.0996,2.1332,0.6794,1.3654,1.6204,1.1924,3.6815,1.3593,1.2982,0.8778,1.3235,1.2962,2.9227,1.7025,2.036,2.3331,4.0855,0.1517,0.5666,0.3388,0.5571,0.1517,0.1517,0.2357,0.3704,0.1517,0.4046,0.1517,0.154,0.1517,0.1517,0.1517,0.1517,0.1517,0.1517,0.1517,0.1517,0.7064,0.3287,0.2021,0.1517,0.174,0.3728,0.1517,0.1517
0.5932,0.5932,0.5932,0.5932,0.8862,0.5932,0.5932,0.9872,2.6101,0.5932,0.5932,1.0818,0.5932,0.8756,0.5932,0.9026,0.5932,1.0128,0.7802,0.9092,1.505,0.722,1.1764,0.7751,0.5932,1.1073,1.2076,0.7432,1.6316,1.1558,2.0268,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932,0.5932
0.1904,0.5751,0.5883,0.1904,2.1572,0.4592,0.6006,0.6411,1.3518,0.3556,0.1904,0.5448,0.1904,0.5106,2.5413,2.1621,0.6748,1,2.4329,1.0647,4.2278,1.2928,1.8856,0.7331,1.2695,0.9078,4.11,2.2188,2.9091,2.9282,5.1135,0.1904,0.5163,0.2997,0.4507,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904,0.1904
1.0214,1.0692,1.7963,0.4691,3.8237,1.1491,2.4078,2.1514,2.9385,0.7686,0.3129,2.0409,0.9047,1.742,4.1686,3.0612,1.3013,2.6522,2.9373,4.1643,7.56,2.1583,3.8205,1.7313,1.8523,2.9161,5.3061,3.5443,4.3383,6.393,9.7755,0.2635,1.2231,1,1.1618,0.2544,0.2943,0.4574,0.6101,0.1771,0.4457,0.1429,0.2524,0.2929,0.0963,0.4388,0.2286,0.3431,0.1106,0.2184,0.21,0.253,0.4007,0.3704,0.4018,0.3499,0.7521,0.525,0.0912
0.5518,0.8204,0.8814,0.3685,3.2062,1.0045,1.5202,1.4928,2.2699,0.9955,0.4435,1.774,0.7351,1.2231,3.5141,2.5252,0.977,2.184,2.2459,2.6669,6.5623,1.4163,1.9063,1.0087,1.4839,1.883,3.608,2.4922,2.9567,5.5809,7.4496,0.0656,0.8248,0.63,0.8938,0.0656,0.0656,0.1849,0.3215,0.0656,0.3857,0.0656,0.0656,0.1225,0.0656,0.1407,0.2266,0.2238,0.0656,0.0656,0.0656,0.7016,0.2416,0.0656,0.0656,0.3772,0.1951,0.0656,0.0656
1,0.8176,1.2753,0.4589,3.0946,1.5506,2.375,1.6874,3.6252,0.9575,0.3702,1.6166,1.1472,1.4929,3.7938,3.1464,1.4468,3.502,2.3043,3.106,9.7605,1.2448,3.5764,1.5273,1.8997,2.2445,4.2047,4.3679,4.5384,6.1799,10.5227,0.2308,1.0754,0.954,1.2807,0.1831,0.2285,0.4312,0.6159,0.127,0.5356,0.1066,0.2795,0.3157,0.1066,0.3365,0.3229,0.3364,0.1266,0.2325,0.2761,0.4018,0.4384,0.2949,0.4006,0.3904,0.5841,0.2917,0.1066
0.4621,0.9405,0.5735,0.173,1.5373,0.8604,1.1999,1.2706,3.283,0.173,0.2995,1.6598,0.173,0.173,1.9905,1.1051,0.4462,0.173,0.173,1.2682,4.2426,0.7706,1.0379,0.7423,1.0354,0.9646,1.9273,0.173,1.6708,2.8224,3.7636,0.173,0.3853,0.173,0.5585,0.173,0.173,0.173,0.1747,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.806,0.2437,0.173,0.173,0.173,0.173,0.173,0.173
0.0895,0.1021,0.2029,0.0895,1.9128,0.0895,1.1193,0.7021,0.8687,0.0895,0.0895,0.3843,0.0895,0.4766,2.3361,1.1364,0.8095,1.4125,1.1572,1.5426,4.4895,0.7496,1.4535,0.5782,0.8049,0.8807,2.5776,2.2715,2.233,3.2732,6.3611,0.0895,0.4308,0.0895,0.5027,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895,0.0895
0.5598,1.0156,1.1908,0.3281,1.4437,1.6436,1.3885,1.1389,2.783,1.212,0.5607,2.1724,0.8641,0.7864,1.9447,3.0745,0.0912,1.9699,1.0381,1.0638,2.7254,0.8082,0.8877,0.6216,0.9037,0.828,2.1444,2.6285,1.1486,2.4192,2.5089,0.0912,0.7256,0.0912,0.7298,0.0912,0.0912,0.0912,0.447,0.0912,0.779,0.1297,0.0912,0.1143,0.0912,0.1452,0.0912,0.2137,0.0912,0.0912,0.1774,2.7789,0.5945,0.0912,0.0912,1,0.0912,0.0912,0.0912
0.7209,0.5424,0.5424,1.0708,1.1132,0.5424,0.7123,0.8512,1.4004,0.9845,1.7511,0.5424,0.5424,0.5424,0.5424,0.8982,1.4297,0.5424,0.5601,0.5424,0.99,0.6764,0.5424,1.119,0.5424,1.3122,1.0582,1.0757,0.7343,0.5424,0.5424,1.0535,0.6502,0.5424,0.5424,0.5424,1.1016,0.6711,0.5424,0.9125,1.0408,0.5424,0.849,0.5424,0.5424,0.5424,0.5424,0.5424,1.01,0.5424,0.5424,0.5424,0.5424,0.5424,1.0402,0.5424,1.0145,0.9611,0.5424
0.3669,1.8415,3.6752,0.1469,2.2627,2.04,1.4501,2.4786,1.3903,1.2241,1.5057,1.2225,0.8499,1.0147,1.921,0.4415,1.2152,0.5291,1.2053,0.5284,1.6055,1.3538,2.0909,0.1469,0.1469,1.7144,0.6502,1.4395,0.6663,0.1469,0.1469,1.4361,0.9221,0.5056,0.1469,0.1469,0.1469,0.3078,0.1578,0.1469,0.7153,0.1469,0.1469,0.7093,0.1716,1.7441,0.1912,0.3682,0.2841,0.5988,0.1469,1.0406,0.8397,0.9853,0.1469,0.1469,0.6402,0.1469,0.1469
0.8829,1.5829,1.5919,1.0944,1.8569,0.4441,0.8279,0.9048,0.8471,1.0754,0.4441,0.9487,0.4441,0.7064,1.9807,1.0201,1.9915,0.4441,1.2652,0.994,1.2162,1.1189,1.037,0.8383,0.4441,0.4441,1.7574,2.264,0.8423,0.7659,0.5291,0.4441,1.006,0.4441,0.4441,0.4441,0.4441,0.4441,0.6904,0.4441,0.4441,0.4441,0.4441,0.4441,0.4441,0.4441,0.4441,0.71,0.4441,0.4441,0.4441,2.1964,0.4441,0.4441,0.4441,0.7899,0.5854,0.4441,0.4441
0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.7079,0.3863,0.3045,0.3045,2.4915,0.3045,0.3045,0.3045,0.3045,2.8876,0.3929,0.6444,0.3045,0.9704,1.1195,1,0.853,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,1.3757,0.419,1.2298,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,1.0244,1.0585,1.082,0.3045,0.3045
5.9865,8.4903,3.0234,7.2868,7.8318,1.2206,2.8203,1.9409,1.9443,3.0586,1.9036,2.2044,1.0293,0.1531,8.1494,0.1531,0.1531,1.6342,0.5547,0.6575,0.6622,1.149,1.1306,0.1531,0.1531,0.7329,0.7296,0.4924,0.9707,0.5964,0.8702,0.5295,0.1531,0.6323,0.5342,0.1531,0.1531,0.1531,0.5002,0.1531,0.1531,1.3282,0.1531,0.1531,0.1531,0.1531,0.1531,0.5323,0.3399,0.1531,0.6606,1.6517,0.5148,0.5506,0.1531,0.1531,0.1531,0.1531,0.1531
